Time (s) Run #1	Voltage, Ch A (V) Run #1	Current, Ch B (A) Run #1	Time (s) Run #2	Voltage, Ch A (V) Run #2	Current, Ch B (A) Run #2
0.925	8.826E-4	1.030E-4	0.925	9.888E-4	1.055
0.950	3.955E-4	1.053E-4	0.950	9.326E-4	1.008
0.975	9.937E-4	1.059E-4	0.975	0.001	1.036
1.000	2.625E-4	1.027E-4	1.000	0.001	1.012
1.025	8.716E-4	9.906E-5	1.025	0.001	1.037
1.050	3.711E-4	1.069E-4	1.050	0.001	1.027
1.075	0.001	1.033E-4	1.075	0.001	0.989
1.100	5.701E-4	1.086E-4	1.100	9.924E-4	1.042
1.125	9.119E-4	9.991E-5	1.125	9.790E-4	1.042
1.150	3.650E-4	1.067E-4	1.150	8.960E-4	0.999
1.175	0.001	1.015E-4	1.175	8.960E-4	0.970
1.200	5.811E-4	1.072E-4	1.200	9.229E-4	1.028
1.225	7.959E-4	1.042E-4	1.225	0.001	1.054
1.250	1.758E-4	1.069E-4	1.250	0.001	1.045
1.275	7.971E-4	1.026E-4	1.275	9.070E-4	1.017
1.300	1.965E-4	1.020E-4	1.300	9.302E-4	1.027
1.325	7.971E-4	1.021E-4	1.325	9.253E-4	1.018
1.350	4.297E-4	1.043E-4	1.350	9.961E-4	1.030
1.375	8.276E-4	1.016E-4	1.375	0.001	0.991
1.400	2.759E-4	1.062E-4	1.400	0.001	1.007
1.425	8.606E-4	9.946E-5	1.425	0.001	1.067
1.450	3.564E-4	1.059E-4	1.450	0.001	1.014
1.475	7.581E-4	9.938E-5	1.475	0.002	1.017
1.500	-1.990E-4	9.656E-5	1.500	0.045	1.002
1.525	2.161E-4	1.013E-4	1.525	0.114	1.000
1.550	-7.812E-5	1.018E-4	1.550	0.174	1.023
1.575	5.652E-4	1.001E-4	1.575	0.231	1.042
1.600	2.344E-4	1.000E-4	1.600	0.279	1.046
1.625	6.287E-4	1.056E-4	1.625	0.332	1.035
1.650	1.941E-4	1.029E-4	1.650	0.378	1.028
1.675	8.081E-4	9.967E-5	1.675	0.432	1.008
1.700	-6.836E-5	1.006E-4	1.700	0.482	1.016
1.725	6.909E-4	9.762E-5	1.725	0.536	1.037
1.750	-4.883E-6	1.041E-4	1.750	0.587	0.998
1.775	5.859E-4	1.021E-4	1.775	0.640	1.063
1.800	1.392E-4	1.084E-4	1.800	0.684	1.046
1.825	6.982E-4	1.047E-4	1.825	0.733	0.992
1.850	-4.150E-5	1.020E-4	1.850	0.771	1.028
1.875	6.604E-4	1.003E-4	1.875	0.806	1.028
1.900	1.807E-4	1.050E-4	1.900	0.839	0.979
1.925	8.704E-4	9.781E-5	1.925	0.865	1.030
1.950	2.075E-4	1.069E-4	1.950	0.881	1.012
1.975	7.178E-4	1.022E-4	1.975	0.897	1.040
2.000	2.173E-4	1.112E-4	2.000	0.909	1.001
2.025	9.534E-4	1.012E-4	2.025	0.926	1.031
2.050	2.856E-4	1.028E-4	2.050	0.935	1.044
2.075	7.031E-4	1.076E-4	2.075	0.945	1.017
2.100	4.370E-4	1.088E-4	2.100	0.953	1.035
2.125	0.001	1.050E-4	2.125	0.966	1.030
2.150	3.455E-4	1.037E-4	2.150	0.978	1.020
2.175	8.093E-4	1.053E-4	2.175	0.989	1.027
2.200	3.882E-4	1.037E-4	2.200	0.997	1.028
2.225	8.862E-4	1.052E-4	2.225	1.005	1.061
2.250	3.064E-4	1.066E-4	2.250	1.012	1.051
2.275	9.192E-4	1.005E-4	2.275	1.019	1.035
2.300	3.833E-4	1.056E-4	2.300	1.026	1.008
2.325	9.082E-4	1.068E-4	2.325	1.030	1.022
2.350	8.545E-5	1.055E-4	2.350	1.037	1.020
2.375	8.313E-4	1.032E-4	2.375	1.042	1.028
2.400	2.466E-4	1.016E-4	2.400	1.049	1.019
2.425	8.252E-4	1.044E-4	2.425	1.055	1.053
2.450	2.490E-4	1.075E-4	2.450	1.061	1.054
2.475	9.058E-4	9.985E-5	2.475	1.067	1.008
2.500	2.722E-4	1.064E-4	2.500	1.073	0.988
2.525	8.313E-4	9.969E-5	2.525	1.079	1.025
2.550	3.430E-4	1.055E-4	2.550	1.084	1.040
2.575	8.630E-4	1.016E-4	2.575	1.089	1.057
2.600	1.086E-4	1.013E-4	2.600	1.094	1.015
2.625	8.142E-4	1.007E-4	2.625	1.099	1.019
2.650	1.562E-4	1.003E-4	2.650	1.104	1.053
2.675	9.521E-4	9.539E-5	2.675	1.107	0.984
2.700	2.039E-4	1.028E-4	2.700	1.110	1.017
2.725	7.605E-4	1.041E-4	2.725	1.113	1.034
2.750	-2.686E-5	1.094E-4	2.750	1.117	1.045
2.775	6.616E-4	1.023E-4	2.775	1.120	1.027
2.800	2.209E-4	9.951E-5	2.800	1.123	1.003
2.825	0.001	1.006E-4	2.825	1.124	0.989
2.850	5.225E-4	1.080E-4	2.850	1.124	0.998
2.875	9.607E-4	1.005E-4	2.875	1.124	1.032
2.900	3.369E-4	1.059E-4	2.900	1.124	1.005
2.925	9.399E-4	1.013E-4	2.925	1.124	1.008
2.950	3.137E-4	1.025E-4	2.950	1.124	1.058
2.975	8.276E-4	1.029E-4	2.975	1.124	1.035
3.000	3.516E-4	1.001E-4	3.000	1.124	1.021
3.025	7.690E-4	1.004E-4	3.025	1.124	0.968
3.050	3.442E-4	1.066E-4	3.050	1.123	1.036
3.075	6.396E-4	9.993E-5	3.075	1.124	0.972
3.100	7.324E-6	1.076E-4	3.100	1.127	1.046
3.125	6.384E-4	1.002E-4	3.125	1.133	1.034
3.150	9.155E-5	1.037E-4	3.150	1.141	1.021
3.175	9.460E-4	1.023E-4	3.175	1.149	1.027
3.200	8.301E-5	1.020E-4	3.200	1.157	0.996
3.225	8.337E-4	1.011E-4	3.225	1.166	1.008
3.250	1.233E-4	1.016E-4	3.250	1.171	1.023
3.275	7.715E-4	1.018E-4	3.275	1.178	1.022
3.300	1.770E-4	1.078E-4	3.300	1.185	1.010
3.325	8.459E-4	9.678E-5	3.325	1.190	0.997
3.350	2.271E-4	1.042E-4	3.350	1.194	1.034
3.375	7.776E-4	1.029E-4	3.375	1.199	1.033
3.400	1.758E-4	1.002E-4	3.400	1.203	1.031
3.425	7.507E-4	9.727E-5	3.425	1.207	1.028
3.450	2.234E-4	1.051E-4	3.450	1.211	1.056
3.475	8.667E-4	9.954E-5	3.475	1.214	1.040
3.500	4.114E-4	9.907E-5	3.500	1.219	1.038
3.525	8.179E-4	1.002E-4	3.525	1.223	0.990
3.550	4.663E-4	1.050E-4	3.550	1.226	1.012
3.575	9.070E-4	1.053E-4	3.575	1.233	1.033
3.600	3.638E-4	1.012E-4	3.600	1.238	0.980
3.625	0.001	9.860E-5	3.625	1.243	1.068
3.650	5.347E-4	1.016E-4	3.650	1.249	1.045
3.675	9.717E-4	1.019E-4	3.675	1.254	1.013
3.700	2.429E-4	1.029E-4	3.700	1.262	1.012
3.725	8.801E-4	1.019E-4	3.725	1.268	1.004
3.750	3.308E-4	1.053E-4	3.750	1.276	1.059
3.775	8.777E-4	1.012E-4	3.775	1.283	1.055
3.800	2.271E-4	1.012E-4	3.800	1.292	1.032
3.825	8.374E-4	9.795E-5	3.825	1.301	1.017
3.850	2.441E-4	1.031E-4	3.850	1.311	1.039
3.875	8.130E-4	9.818E-5	3.875	1.322	1.043
3.900	2.148E-4	1.033E-4	3.900	1.332	0.990
3.925	9.326E-4	1.024E-4	3.925	1.343	1.007
3.950	2.014E-4	1.002E-4	3.950	1.350	1.015
3.975	7.080E-4	9.668E-5	3.975	1.353	1.038
4.000	3.357E-4	1.015E-4	4.000	1.354	0.996
4.025	9.521E-4	1.021E-4	4.025	1.354	1.038
4.050	2.454E-4	1.077E-4	4.050	1.354	1.060
4.075	8.398E-4	1.003E-4	4.075	1.354	1.018
4.100	1.135E-4	1.061E-4	4.100	1.353	1.010
4.125	9.424E-4	1.019E-4	4.125	1.354	1.004
4.150	4.285E-4	1.063E-4	4.150	1.354	1.060
4.175	9.253E-4	1.016E-4	4.175	1.351	1.004
4.200	3.711E-4	1.039E-4	4.200	1.358	0.996
4.225	8.472E-4	1.039E-4	4.225	1.370	1.048
4.250	2.917E-4	1.036E-4	4.250	1.386	1.042
4.275	9.436E-4	1.021E-4	4.275	1.404	1.046
4.300	1.392E-4	1.009E-4	4.300	1.427	1.028
4.325	9.216E-4	1.002E-4	4.325	1.452	1.010
4.350	2.649E-4	1.062E-4	4.350	1.476	1.018
4.375	0.001	1.077E-4	4.375	1.497	0.981
4.400	2.844E-4	1.083E-4	4.400	1.519	0.970
4.425	8.545E-4	1.012E-4	4.425	1.545	1.017
4.450	2.966E-4	1.073E-4	4.450	1.570	1.013
4.475	0.001	1.019E-4	4.475	1.593	1.035
4.500	3.723E-4	1.055E-4	4.500	1.618	1.039
4.525	0.001	1.081E-4	4.525	1.649	1.119
			4.550	1.671	1.131
			4.575	1.690	1.162
			4.600	1.711	1.325
			4.625	1.732	1.481
			4.650	1.750	1.677
			4.675	1.767	2.004
			4.700	1.783	2.420
			4.725	1.794	2.815
			4.750	1.800	2.992
			4.775	1.805	3.238
			4.800	1.817	3.873
			4.825	1.824	4.320
			4.850	1.839	5.414
			4.875	1.851	6.522
			4.900	1.868	8.485
			4.925	1.881	10.209
			4.950	1.896	12.730
			4.975	1.909	15.314
			5.000	1.929	19.789
			5.025	1.963	29.213
			5.050	2.069	69.419
			5.075	2.096	81.178
			5.100	2.145	104.067
			5.125	2.253	158.499
			5.150	2.261	162.603
			5.175	2.261	162.573
			5.200	2.260	162.034
			5.225	2.261	163.020
			5.250	2.263	163.960
			5.275	2.264	164.739
			5.300	2.264	164.731
			5.325	2.264	164.743
			5.350	2.264	164.753
			5.375	2.264	164.756
			5.400	2.264	164.768
			5.425	2.264	164.774
			5.450	2.264	164.801
			5.475	2.264	164.826
			5.500	2.264	164.815
			5.525	2.263	164.843
			5.550	2.263	164.807
			5.575	2.263	164.828
			5.600	2.263	164.822
			5.625	2.263	164.783
			5.650	2.263	164.815
			5.675	2.263	164.819
			5.700	2.263	164.792
			5.725	2.263	164.843
			5.750	2.263	164.809
