Time (s) Run #1	Voltage, Ch A (V) Run #1	Current, Ch B (A) Run #1	Time (s) Run #2	Voltage, Ch A (V) Run #2	Current, Ch B (A) Run #2
2.100	4.370E-4	1.088E-4	2.100	8.667E-4	1.006
2.125	0.001	1.050E-4	2.125	6.335E-4	1.011
2.150	3.455E-4	1.037E-4	2.150	8.301E-4	1.017
2.175	8.093E-4	1.053E-4	2.175	4.077E-4	1.012
2.200	3.882E-4	1.037E-4	2.200	6.458E-4	0.973
2.225	8.862E-4	1.052E-4	2.225	2.991E-4	0.994
2.250	3.064E-4	1.066E-4	2.250	7.434E-4	1.046
2.275	9.192E-4	1.005E-4	2.275	8.765E-4	1.024
2.300	3.833E-4	1.056E-4	2.300	0.001	1.024
2.325	9.082E-4	1.068E-4	2.325	9.363E-4	1.029
2.350	8.545E-5	1.055E-4	2.350	0.001	1.030
2.375	8.313E-4	1.032E-4	2.375	9.875E-4	1.032
2.400	2.466E-4	1.016E-4	2.400	0.001	1.009
2.425	8.252E-4	1.044E-4	2.425	0.001	0.963
2.450	2.490E-4	1.075E-4	2.450	0.001	1.059
2.475	9.058E-4	9.985E-5	2.475	0.001	1.027
2.500	2.722E-4	1.064E-4	2.500	0.002	1.023
2.525	8.313E-4	9.969E-5	2.525	0.001	1.005
2.550	3.430E-4	1.055E-4	2.550	0.002	1.007
2.575	8.630E-4	1.016E-4	2.575	0.001	1.050
2.600	1.086E-4	1.013E-4	2.600	0.001	1.019
2.625	8.142E-4	1.007E-4	2.625	8.777E-4	0.969
2.650	1.562E-4	1.003E-4	2.650	5.371E-4	0.998
2.675	9.521E-4	9.539E-5	2.675	4.614E-4	1.004
2.700	2.039E-4	1.028E-4	2.700	7.593E-4	1.045
2.725	7.605E-4	1.041E-4	2.725	8.301E-4	0.985
2.750	-2.686E-5	1.094E-4	2.750	0.001	1.036
2.775	6.616E-4	1.023E-4	2.775	0.001	1.056
2.800	2.209E-4	9.951E-5	2.800	0.001	1.028
2.825	0.001	1.006E-4	2.825	8.875E-4	1.056
2.850	5.225E-4	1.080E-4	2.850	9.814E-4	1.045
2.875	9.607E-4	1.005E-4	2.875	7.788E-4	1.037
2.900	3.369E-4	1.059E-4	2.900	7.568E-4	0.990
2.925	9.399E-4	1.013E-4	2.925	7.227E-4	1.017
2.950	3.137E-4	1.025E-4	2.950	8.923E-4	1.017
2.975	8.276E-4	1.029E-4	2.975	7.434E-4	1.015
3.000	3.516E-4	1.001E-4	3.000	9.961E-4	1.013
3.025	7.690E-4	1.004E-4	3.025	8.142E-4	1.040
3.050	3.442E-4	1.066E-4	3.050	0.001	1.010
3.075	6.396E-4	9.993E-5	3.075	0.001	0.997
3.100	7.324E-6	1.076E-4	3.100	0.001	1.066
3.125	6.384E-4	1.002E-4	3.125	6.885E-4	1.019
3.150	9.155E-5	1.037E-4	3.150	8.923E-4	1.028
3.175	9.460E-4	1.023E-4	3.175	9.033E-4	1.040
3.200	8.301E-5	1.020E-4	3.200	0.001	1.018
3.225	8.337E-4	1.011E-4	3.225	7.556E-4	0.990
3.250	1.233E-4	1.016E-4	3.250	8.716E-4	0.993
3.275	7.715E-4	1.018E-4	3.275	7.043E-4	1.017
3.300	1.770E-4	1.078E-4	3.300	0.001	1.021
3.325	8.459E-4	9.678E-5	3.325	8.923E-4	1.025
3.350	2.271E-4	1.042E-4	3.350	0.001	0.977
3.375	7.776E-4	1.029E-4	3.375	8.813E-4	1.019
3.400	1.758E-4	1.002E-4	3.400	0.001	1.029
3.425	7.507E-4	9.727E-5	3.425	0.001	1.006
3.450	2.234E-4	1.051E-4	3.450	0.023	1.049
3.475	8.667E-4	9.954E-5	3.475	0.099	1.033
3.500	4.114E-4	9.907E-5	3.500	0.178	1.031
3.525	8.179E-4	1.002E-4	3.525	0.250	1.017
3.550	4.663E-4	1.050E-4	3.550	0.322	1.017
3.575	9.070E-4	1.053E-4	3.575	0.387	1.044
3.600	3.638E-4	1.012E-4	3.600	0.451	0.998
3.625	0.001	9.860E-5	3.625	0.507	1.062
3.650	5.347E-4	1.016E-4	3.650	0.569	1.015
3.675	9.717E-4	1.019E-4	3.675	0.634	1.006
3.700	2.429E-4	1.029E-4	3.700	0.701	1.046
3.725	8.801E-4	1.019E-4	3.725	0.769	1.003
3.750	3.308E-4	1.053E-4	3.750	0.819	1.037
3.775	8.777E-4	1.012E-4	3.775	0.865	0.982
3.800	2.271E-4	1.012E-4	3.800	0.901	1.004
3.825	8.374E-4	9.795E-5	3.825	0.932	0.987
3.850	2.441E-4	1.031E-4	3.850	0.955	1.011
3.875	8.130E-4	9.818E-5	3.875	0.972	1.007
3.900	2.148E-4	1.033E-4	3.900	0.987	1.022
3.925	9.326E-4	1.024E-4	3.925	0.997	1.042
3.950	2.014E-4	1.002E-4	3.950	1.007	0.992
3.975	7.080E-4	9.668E-5	3.975	1.015	0.986
4.000	3.357E-4	1.015E-4	4.000	1.022	1.006
4.025	9.521E-4	1.021E-4	4.025	1.027	1.038
4.050	2.454E-4	1.077E-4	4.050	1.033	1.004
4.075	8.398E-4	1.003E-4	4.075	1.039	0.970
4.100	1.135E-4	1.061E-4	4.100	1.044	1.026
4.125	9.424E-4	1.019E-4	4.125	1.050	1.056
4.150	4.285E-4	1.063E-4	4.150	1.054	1.023
4.175	9.253E-4	1.016E-4	4.175	1.059	1.061
4.200	3.711E-4	1.039E-4	4.200	1.064	1.021
4.225	8.472E-4	1.039E-4	4.225	1.068	1.032
4.250	2.917E-4	1.036E-4	4.250	1.072	0.974
4.275	9.436E-4	1.021E-4	4.275	1.077	1.012
4.300	1.392E-4	1.009E-4	4.300	1.081	1.051
4.325	9.216E-4	1.002E-4	4.325	1.083	1.013
4.350	2.649E-4	1.062E-4	4.350	1.088	1.021
4.375	0.001	1.077E-4	4.375	1.090	1.027
4.400	2.844E-4	1.083E-4	4.400	1.092	1.041
4.425	8.545E-4	1.012E-4	4.425	1.094	1.001
4.450	2.966E-4	1.073E-4	4.450	1.096	1.024
4.475	0.001	1.019E-4	4.475	1.099	1.013
4.500	3.723E-4	1.055E-4	4.500	1.102	1.046
4.525	0.001	1.081E-4	4.525	1.103	1.015
			4.550	1.107	1.023
			4.575	1.110	1.010
			4.600	1.113	1.011
			4.625	1.116	1.072
			4.650	1.119	1.051
			4.675	1.122	1.028
			4.700	1.124	1.022
			4.725	1.126	1.015
			4.750	1.129	1.063
			4.775	1.131	1.015
			4.800	1.133	1.000
			4.825	1.136	0.999
			4.850	1.139	1.016
			4.875	1.142	1.018
			4.900	1.144	1.046
			4.925	1.148	1.019
			4.950	1.151	1.044
			4.975	1.154	1.040
			5.000	1.157	1.023
			5.025	1.163	1.041
			5.050	1.167	1.019
			5.075	1.170	1.019
			5.100	1.174	1.041
			5.125	1.178	0.976
			5.150	1.181	1.010
			5.175	1.181	1.009
			5.200	1.182	1.002
			5.225	1.182	1.038
			5.250	1.182	1.012
			5.275	1.181	0.986
			5.300	1.182	0.957
			5.325	1.182	0.990
			5.350	1.182	1.007
			5.375	1.182	1.041
			5.400	1.182	1.029
			5.425	1.182	1.007
			5.450	1.182	1.038
			5.475	1.181	1.023
			5.500	1.184	1.009
			5.525	1.186	1.056
			5.550	1.191	1.034
			5.575	1.194	1.046
			5.600	1.199	1.032
			5.625	1.204	1.045
			5.650	1.208	1.033
			5.675	1.211	0.986
			5.700	1.217	1.033
			5.725	1.221	1.065
			5.750	1.224	1.020
			5.775	1.230	0.984
			5.800	1.234	1.044
			5.825	1.238	1.026
			5.850	1.242	1.017
			5.875	1.245	1.030
			5.900	1.250	1.045
			5.925	1.252	0.996
			5.950	1.256	0.999
			5.975	1.259	0.994
			6.000	1.262	1.005
			6.025	1.266	1.041
			6.050	1.269	1.013
			6.075	1.273	1.032
			6.100	1.277	1.014
			6.125	1.283	1.020
			6.150	1.289	1.019
			6.175	1.296	1.030
			6.200	1.302	1.031
			6.225	1.309	1.026
			6.250	1.316	1.008
			6.275	1.321	1.022
			6.300	1.328	1.011
			6.325	1.335	1.042
			6.350	1.343	1.015
			6.375	1.351	1.036
			6.400	1.363	1.009
			6.425	1.374	1.028
			6.450	1.386	0.958
			6.475	1.395	1.040
			6.500	1.407	1.038
			6.525	1.417	0.984
			6.550	1.429	1.051
			6.575	1.442	0.979
			6.600	1.458	1.019
			6.625	1.470	1.047
			6.650	1.486	1.041
			6.675	1.500	1.021
			6.700	1.516	1.060
			6.725	1.539	1.006
			6.750	1.562	1.058
			6.775	1.577	1.013
			6.800	1.592	1.059
			6.825	1.610	1.064
			6.850	1.630	1.061
			6.875	1.653	1.098
			6.900	1.669	1.074
			6.925	1.687	1.137
			6.950	1.709	1.222
			6.975	1.731	1.393
			7.000	1.749	1.642
			7.025	1.769	2.027
			7.050	1.788	2.789
			7.075	1.801	3.492
			7.100	1.813	4.449
			7.125	1.818	4.804
			7.150	1.826	5.750
			7.175	1.829	6.003
			7.200	1.831	6.389
			7.225	1.832	6.434
			7.250	1.832	6.469
			7.275	1.832	6.431
			7.300	1.832	6.498
			7.325	1.832	6.411
			7.350	1.832	6.495
			7.375	1.833	6.478
			7.400	1.832	6.479
			7.425	1.833	6.478
			7.450	1.832	6.438
			7.475	1.832	6.424
			7.500	1.831	6.379
			7.525	1.831	6.209
			7.550	1.842	7.928
			7.575	1.858	11.013
			7.600	1.879	16.978
			7.625	1.929	49.136
			7.650	1.983	109.218
			7.675	2.022	172.000
			7.700	2.022	173.083
			7.725	2.023	175.039
			7.750	2.023	175.244
			7.775	2.023	175.184
			7.800	2.023	175.185
			7.825	2.023	175.190
			7.850	2.022	175.180
			7.875	2.023	175.177
			7.900	2.022	175.199
			7.925	2.023	175.221
			7.950	2.022	175.277
			7.975	2.022	175.218
			8.000	2.022	175.215
			8.025	2.022	175.193
			8.050	2.021	175.277
			8.075	2.022	175.242
			8.100	2.021	175.267
			8.125	2.022	175.195
			8.150	2.021	175.291
			8.175	2.022	175.267
			8.200	2.021	175.262
			8.225	2.022	175.292
			8.250	2.021	175.314
			8.275	2.021	175.189
			8.300	2.021	175.259
			8.325	2.021	175.210
			8.350	2.020	175.294
			8.375	2.021	175.272
			8.400	2.020	175.294
			8.425	2.021	175.224
			8.450	2.020	175.273
			8.475	2.021	175.236
			8.500	2.020	175.227
			8.525	2.021	175.194
			8.550	2.020	175.247
