Time (s) Run #1	Voltage, Ch A (V) Run #1	Current, Ch B (A) Run #1	Time (s) Run #2	Voltage, Ch A (V) Run #2	Current, Ch B (A) Run #2
0.900	4.736E-4	1.037E-4	0.900	5.054E-4	1.013
0.925	8.826E-4	1.030E-4	0.925	2.100E-4	1.006
0.950	3.955E-4	1.053E-4	0.950	6.458E-4	1.014
0.975	9.937E-4	1.059E-4	0.975	2.722E-4	1.002
1.000	2.625E-4	1.027E-4	1.000	6.848E-4	1.044
1.025	8.716E-4	9.906E-5	1.025	2.087E-4	1.009
1.050	3.711E-4	1.069E-4	1.050	4.932E-4	1.056
1.075	0.001	1.033E-4	1.075	1.770E-4	1.049
1.100	5.701E-4	1.086E-4	1.100	5.884E-4	1.011
1.125	9.119E-4	9.991E-5	1.125	1.782E-4	1.056
1.150	3.650E-4	1.067E-4	1.150	5.920E-4	1.024
1.175	0.001	1.015E-4	1.175	2.295E-4	1.027
1.200	5.811E-4	1.072E-4	1.200	7.214E-4	1.031
1.225	7.959E-4	1.042E-4	1.225	3.113E-4	1.006
1.250	1.758E-4	1.069E-4	1.250	7.434E-4	1.021
1.275	7.971E-4	1.026E-4	1.275	4.419E-4	1.030
1.300	1.965E-4	1.020E-4	1.300	6.873E-4	1.015
1.325	7.971E-4	1.021E-4	1.325	1.965E-4	1.052
1.350	4.297E-4	1.043E-4	1.350	6.079E-4	1.024
1.375	8.276E-4	1.016E-4	1.375	3.271E-4	1.004
1.400	2.759E-4	1.062E-4	1.400	7.922E-4	1.039
1.425	8.606E-4	9.946E-5	1.425	5.762E-4	1.004
1.450	3.564E-4	1.059E-4	1.450	9.644E-4	1.019
1.475	7.581E-4	9.938E-5	1.475	4.272E-4	1.038
1.500	-1.990E-4	9.656E-5	1.500	7.080E-4	1.018
1.525	2.161E-4	1.013E-4	1.525	3.906E-5	1.009
1.550	-7.812E-5	1.018E-4	1.550	-0.007	1.048
1.575	5.652E-4	1.001E-4	1.575	8.398E-4	1.071
1.600	2.344E-4	1.000E-4	1.600	8.044E-4	1.055
1.625	6.287E-4	1.056E-4	1.625	8.264E-4	1.018
1.650	1.941E-4	1.029E-4	1.650	9.033E-4	1.049
1.675	8.081E-4	9.967E-5	1.675	9.399E-4	1.038
1.700	-6.836E-5	1.006E-4	1.700	0.001	1.016
1.725	6.909E-4	9.762E-5	1.725	9.473E-4	1.075
1.750	-4.883E-6	1.041E-4	1.750	9.412E-4	1.058
1.775	5.859E-4	1.021E-4	1.775	9.937E-4	1.038
1.800	1.392E-4	1.084E-4	1.800	9.192E-4	1.059
1.825	6.982E-4	1.047E-4	1.825	9.070E-4	1.052
1.850	-4.150E-5	1.020E-4	1.850	0.001	1.035
1.875	6.604E-4	1.003E-4	1.875	0.001	1.042
1.900	1.807E-4	1.050E-4	1.900	9.204E-4	1.041
1.925	8.704E-4	9.781E-5	1.925	0.001	1.022
1.950	2.075E-4	1.069E-4	1.950	9.888E-4	1.064
1.975	7.178E-4	1.022E-4	1.975	0.001	1.037
2.000	2.173E-4	1.112E-4	2.000	0.001	1.007
2.025	9.534E-4	1.012E-4	2.025	9.326E-4	1.020
2.050	2.856E-4	1.028E-4	2.050	9.998E-4	1.045
2.075	7.031E-4	1.076E-4	2.075	9.265E-4	1.010
2.100	4.370E-4	1.088E-4	2.100	0.001	1.012
2.125	0.001	1.050E-4	2.125	0.001	1.015
2.150	3.455E-4	1.037E-4	2.150	0.001	1.047
2.175	8.093E-4	1.053E-4	2.175	0.001	1.013
2.200	3.882E-4	1.037E-4	2.200	9.985E-4	1.040
2.225	8.862E-4	1.052E-4	2.225	0.001	1.017
2.250	3.064E-4	1.066E-4	2.250	0.001	1.071
2.275	9.192E-4	1.005E-4	2.275	0.001	1.068
2.300	3.833E-4	1.056E-4	2.300	0.001	1.029
2.325	9.082E-4	1.068E-4	2.325	9.558E-4	1.037
2.350	8.545E-5	1.055E-4	2.350	0.001	1.007
2.375	8.313E-4	1.032E-4	2.375	0.001	1.033
2.400	2.466E-4	1.016E-4	2.400	0.001	1.023
2.425	8.252E-4	1.044E-4	2.425	0.001	1.056
2.450	2.490E-4	1.075E-4	2.450	0.001	1.059
2.475	9.058E-4	9.985E-5	2.475	0.001	1.039
2.500	2.722E-4	1.064E-4	2.500	0.001	1.058
2.525	8.313E-4	9.969E-5	2.525	0.007	0.981
2.550	3.430E-4	1.055E-4	2.550	0.030	1.042
2.575	8.630E-4	1.016E-4	2.575	0.063	1.060
2.600	1.086E-4	1.013E-4	2.600	0.089	1.023
2.625	8.142E-4	1.007E-4	2.625	0.117	1.012
2.650	1.562E-4	1.003E-4	2.650	0.141	1.028
2.675	9.521E-4	9.539E-5	2.675	0.159	1.037
2.700	2.039E-4	1.028E-4	2.700	0.184	1.016
2.725	7.605E-4	1.041E-4	2.725	0.202	1.013
2.750	-2.686E-5	1.094E-4	2.750	0.223	1.022
2.775	6.616E-4	1.023E-4	2.775	0.241	1.055
2.800	2.209E-4	9.951E-5	2.800	0.264	1.065
2.825	0.001	1.006E-4	2.825	0.290	1.005
2.850	5.225E-4	1.080E-4	2.850	0.321	1.003
2.875	9.607E-4	1.005E-4	2.875	0.345	1.052
2.900	3.369E-4	1.059E-4	2.900	0.366	1.047
2.925	9.399E-4	1.013E-4	2.925	0.395	1.062
2.950	3.137E-4	1.025E-4	2.950	0.424	1.010
2.975	8.276E-4	1.029E-4	2.975	0.451	1.041
3.000	3.516E-4	1.001E-4	3.000	0.467	1.020
3.025	7.690E-4	1.004E-4	3.025	0.481	1.031
3.050	3.442E-4	1.066E-4	3.050	0.495	0.990
3.075	6.396E-4	9.993E-5	3.075	0.510	1.010
3.100	7.324E-6	1.076E-4	3.100	0.520	1.042
3.125	6.384E-4	1.002E-4	3.125	0.536	1.010
3.150	9.155E-5	1.037E-4	3.150	0.548	1.026
3.175	9.460E-4	1.023E-4	3.175	0.562	1.007
3.200	8.301E-5	1.020E-4	3.200	0.577	1.074
3.225	8.337E-4	1.011E-4	3.225	0.590	1.034
3.250	1.233E-4	1.016E-4	3.250	0.599	1.043
3.275	7.715E-4	1.018E-4	3.275	0.621	1.031
3.300	1.770E-4	1.078E-4	3.300	0.644	1.042
3.325	8.459E-4	9.678E-5	3.325	0.658	1.079
3.350	2.271E-4	1.042E-4	3.350	0.671	1.032
3.375	7.776E-4	1.029E-4	3.375	0.685	1.016
3.400	1.758E-4	1.002E-4	3.400	0.699	0.992
3.425	7.507E-4	9.727E-5	3.425	0.713	1.007
3.450	2.234E-4	1.051E-4	3.450	0.735	1.050
3.475	8.667E-4	9.954E-5	3.475	0.752	1.021
3.500	4.114E-4	9.907E-5	3.500	0.766	1.039
3.525	8.179E-4	1.002E-4	3.525	0.788	1.075
3.550	4.663E-4	1.050E-4	3.550	0.809	1.103
3.575	9.070E-4	1.053E-4	3.575	0.833	1.131
3.600	3.638E-4	1.012E-4	3.600	0.858	1.145
3.625	0.001	9.860E-5	3.625	0.876	1.191
3.650	5.347E-4	1.016E-4	3.650	0.895	1.317
3.675	9.717E-4	1.019E-4	3.675	0.909	1.345
3.700	2.429E-4	1.029E-4	3.700	0.922	1.434
3.725	8.801E-4	1.019E-4	3.725	0.931	1.537
3.750	3.308E-4	1.053E-4	3.750	0.938	1.610
3.775	8.777E-4	1.012E-4	3.775	0.944	1.708
3.800	2.271E-4	1.012E-4	3.800	0.950	1.756
3.825	8.374E-4	9.795E-5	3.825	0.952	1.832
3.850	2.441E-4	1.031E-4	3.850	0.955	1.849
3.875	8.130E-4	9.818E-5	3.875	0.957	1.889
3.900	2.148E-4	1.033E-4	3.900	0.961	1.952
3.925	9.326E-4	1.024E-4	3.925	0.963	1.972
3.950	2.014E-4	1.002E-4	3.950	0.965	1.981
3.975	7.080E-4	9.668E-5	3.975	0.967	2.015
4.000	3.357E-4	1.015E-4	4.000	0.971	2.132
4.025	9.521E-4	1.021E-4	4.025	0.976	2.240
4.050	2.454E-4	1.077E-4	4.050	0.980	2.331
4.075	8.398E-4	1.003E-4	4.075	0.982	2.383
4.100	1.135E-4	1.061E-4	4.100	0.986	2.447
4.125	9.424E-4	1.019E-4	4.125	0.988	2.586
4.150	4.285E-4	1.063E-4	4.150	0.991	2.679
4.175	9.253E-4	1.016E-4	4.175	0.993	2.754
4.200	3.711E-4	1.039E-4	4.200	0.995	2.800
4.225	8.472E-4	1.039E-4	4.225	0.997	2.937
4.250	2.917E-4	1.036E-4	4.250	1.000	2.970
4.275	9.436E-4	1.021E-4	4.275	1.001	3.097
4.300	1.392E-4	1.009E-4	4.300	1.004	3.197
4.325	9.216E-4	1.002E-4	4.325	1.005	3.268
4.350	2.649E-4	1.062E-4	4.350	1.008	3.322
4.375	0.001	1.077E-4	4.375	1.009	3.449
4.400	2.844E-4	1.083E-4	4.400	1.012	3.556
4.425	8.545E-4	1.012E-4	4.425	1.013	3.677
4.450	2.966E-4	1.073E-4	4.450	1.016	3.761
4.475	0.001	1.019E-4	4.475	1.018	3.914
4.500	3.723E-4	1.055E-4	4.500	1.020	3.953
4.525	0.001	1.081E-4	4.525	1.021	4.124
			4.550	1.024	4.215
			4.575	1.025	4.333
			4.600	1.028	4.474
			4.625	1.029	4.554
			4.650	1.030	4.673
			4.675	1.031	4.783
			4.700	1.033	4.901
			4.725	1.034	5.019
			4.750	1.036	5.103
			4.775	1.036	5.195
			4.800	1.038	5.391
			4.825	1.039	5.475
			4.850	1.041	5.557
			4.875	1.041	5.661
			4.900	1.043	5.797
			4.925	1.044	5.926
			4.950	1.045	5.972
			4.975	1.046	6.172
			5.000	1.048	6.293
			5.025	1.049	6.452
			5.050	1.051	6.637
			5.075	1.052	6.910
			5.100	1.054	7.088
			5.125	1.056	7.401
			5.150	1.059	7.719
			5.175	1.061	8.145
			5.200	1.065	8.565
			5.225	1.067	8.989
			5.250	1.070	9.375
			5.275	1.071	9.713
			5.300	1.073	10.073
			5.325	1.074	10.216
			5.350	1.076	10.550
			5.375	1.077	10.888
			5.400	1.079	11.129
			5.425	1.079	11.468
			5.450	1.081	11.768
			5.475	1.082	11.984
			5.500	1.084	12.279
			5.525	1.085	12.663
			5.550	1.088	13.232
			5.575	1.090	13.847
			5.600	1.093	14.568
			5.625	1.095	15.234
			5.650	1.097	15.739
			5.675	1.098	16.278
			5.700	1.100	16.692
			5.725	1.101	17.184
			5.750	1.103	17.553
			5.775	1.104	18.144
			5.800	1.106	18.602
			5.825	1.107	19.033
			5.850	1.108	19.410
			5.875	1.108	19.600
			5.900	1.110	19.958
			5.925	1.110	20.429
			5.950	1.112	20.767
			5.975	1.111	20.731
			6.000	1.112	20.935
			6.025	1.113	21.428
			6.050	1.114	21.727
			6.075	1.114	21.711
			6.100	1.114	21.606
			6.125	1.113	21.499
			6.150	1.114	21.538
			6.175	1.114	21.800
			6.200	1.115	21.776
			6.225	1.114	21.868
			6.250	1.115	21.913
			6.275	1.114	21.944
			6.300	1.115	21.841
			6.325	1.114	21.883
			6.350	1.115	21.927
			6.375	1.114	21.965
			6.400	1.115	21.925
			6.425	1.114	21.917
			6.450	1.115	21.913
			6.475	1.114	21.912
