Time (s) Run #1	Voltage, Ch A (V) Run #1	Current, Ch B (A) Run #1	Time (s) Run #2	Voltage, Ch A (V) Run #2	Current, Ch B (A) Run #2
1.950	2.075E-4	1.069E-4	1.950	9.753E-4	1.005
1.975	7.178E-4	1.022E-4	1.975	9.290E-4	0.975
2.000	2.173E-4	1.112E-4	2.000	0.001	1.040
2.025	9.534E-4	1.012E-4	2.025	8.496E-4	1.032
2.050	2.856E-4	1.028E-4	2.050	9.155E-4	0.996
2.075	7.031E-4	1.076E-4	2.075	8.093E-4	1.006
2.100	4.370E-4	1.088E-4	2.100	8.936E-4	0.953
2.125	0.001	1.050E-4	2.125	8.862E-4	1.001
2.150	3.455E-4	1.037E-4	2.150	9.717E-4	0.993
2.175	8.093E-4	1.053E-4	2.175	9.631E-4	1.034
2.200	3.882E-4	1.037E-4	2.200	0.001	1.037
2.225	8.862E-4	1.052E-4	2.225	0.001	1.051
2.250	3.064E-4	1.066E-4	2.250	0.001	1.041
2.275	9.192E-4	1.005E-4	2.275	7.605E-4	1.027
2.300	3.833E-4	1.056E-4	2.300	8.252E-4	1.068
2.325	9.082E-4	1.068E-4	2.325	8.472E-4	1.032
2.350	8.545E-5	1.055E-4	2.350	9.619E-4	1.068
2.375	8.313E-4	1.032E-4	2.375	8.752E-4	0.995
2.400	2.466E-4	1.016E-4	2.400	9.033E-4	1.022
2.425	8.252E-4	1.044E-4	2.425	8.435E-4	1.032
2.450	2.490E-4	1.075E-4	2.450	9.924E-4	1.000
2.475	9.058E-4	9.985E-5	2.475	8.972E-4	1.021
2.500	2.722E-4	1.064E-4	2.500	0.001	1.037
2.525	8.313E-4	9.969E-5	2.525	8.716E-4	1.017
2.550	3.430E-4	1.055E-4	2.550	9.143E-4	1.066
2.575	8.630E-4	1.016E-4	2.575	9.277E-4	1.023
2.600	1.086E-4	1.013E-4	2.600	9.827E-4	1.024
2.625	8.142E-4	1.007E-4	2.625	8.582E-4	0.986
2.650	1.562E-4	1.003E-4	2.650	9.167E-4	1.021
2.675	9.521E-4	9.539E-5	2.675	8.801E-4	1.062
2.700	2.039E-4	1.028E-4	2.700	8.948E-4	0.981
2.725	7.605E-4	1.041E-4	2.725	8.618E-4	1.002
2.750	-2.686E-5	1.094E-4	2.750	9.985E-4	1.032
2.775	6.616E-4	1.023E-4	2.775	0.001	1.009
2.800	2.209E-4	9.951E-5	2.800	0.001	1.050
2.825	0.001	1.006E-4	2.825	8.386E-4	0.978
2.850	5.225E-4	1.080E-4	2.850	9.412E-4	0.987
2.875	9.607E-4	1.005E-4	2.875	9.216E-4	1.040
2.900	3.369E-4	1.059E-4	2.900	0.001	1.017
2.925	9.399E-4	1.013E-4	2.925	9.387E-4	1.037
2.950	3.137E-4	1.025E-4	2.950	9.827E-4	1.039
2.975	8.276E-4	1.029E-4	2.975	0.001	1.032
3.000	3.516E-4	1.001E-4	3.000	9.949E-4	1.037
3.025	7.690E-4	1.004E-4	3.025	9.070E-4	1.063
3.050	3.442E-4	1.066E-4	3.050	9.790E-4	1.035
3.075	6.396E-4	9.993E-5	3.075	9.204E-4	0.991
3.100	7.324E-6	1.076E-4	3.100	9.802E-4	1.054
3.125	6.384E-4	1.002E-4	3.125	0.001	1.024
3.150	9.155E-5	1.037E-4	3.150	9.961E-4	1.003
3.175	9.460E-4	1.023E-4	3.175	9.937E-4	1.025
3.200	8.301E-5	1.020E-4	3.200	9.302E-4	1.031
3.225	8.337E-4	1.011E-4	3.225	0.001	1.032
3.250	1.233E-4	1.016E-4	3.250	0.001	1.037
3.275	7.715E-4	1.018E-4	3.275	0.001	0.968
3.300	1.770E-4	1.078E-4	3.300	0.004	1.036
3.325	8.459E-4	9.678E-5	3.325	0.021	1.025
3.350	2.271E-4	1.042E-4	3.350	0.047	1.018
3.375	7.776E-4	1.029E-4	3.375	0.072	1.040
3.400	1.758E-4	1.002E-4	3.400	0.101	1.037
3.425	7.507E-4	9.727E-5	3.425	0.135	1.017
3.450	2.234E-4	1.051E-4	3.450	0.167	1.019
3.475	8.667E-4	9.954E-5	3.475	0.198	1.032
3.500	4.114E-4	9.907E-5	3.500	0.234	1.031
3.525	8.179E-4	1.002E-4	3.525	0.270	1.015
3.550	4.663E-4	1.050E-4	3.550	0.307	1.067
3.575	9.070E-4	1.053E-4	3.575	0.336	1.006
3.600	3.638E-4	1.012E-4	3.600	0.355	1.050
3.625	0.001	9.860E-5	3.625	0.381	1.046
3.650	5.347E-4	1.016E-4	3.650	0.405	1.058
3.675	9.717E-4	1.019E-4	3.675	0.429	1.029
3.700	2.429E-4	1.029E-4	3.700	0.456	1.000
3.725	8.801E-4	1.019E-4	3.725	0.487	1.008
3.750	3.308E-4	1.053E-4	3.750	0.529	1.048
3.775	8.777E-4	1.012E-4	3.775	0.571	1.009
3.800	2.271E-4	1.012E-4	3.800	0.611	1.037
3.825	8.374E-4	9.795E-5	3.825	0.650	1.032
3.850	2.441E-4	1.031E-4	3.850	0.687	1.047
3.875	8.130E-4	9.818E-5	3.875	0.724	1.012
3.900	2.148E-4	1.033E-4	3.900	0.760	1.049
3.925	9.326E-4	1.024E-4	3.925	0.791	0.999
3.950	2.014E-4	1.002E-4	3.950	0.811	1.063
3.975	7.080E-4	9.668E-5	3.975	0.830	1.024
4.000	3.357E-4	1.015E-4	4.000	0.848	1.021
4.025	9.521E-4	1.021E-4	4.025	0.871	0.980
4.050	2.454E-4	1.077E-4	4.050	0.897	1.060
4.075	8.398E-4	1.003E-4	4.075	0.920	1.052
4.100	1.135E-4	1.061E-4	4.100	0.936	1.017
4.125	9.424E-4	1.019E-4	4.125	0.947	1.018
4.150	4.285E-4	1.063E-4	4.150	0.960	1.027
4.175	9.253E-4	1.016E-4	4.175	0.972	1.021
4.200	3.711E-4	1.039E-4	4.200	0.984	1.041
4.225	8.472E-4	1.039E-4	4.225	0.994	1.017
4.250	2.917E-4	1.036E-4	4.250	1.004	0.967
4.275	9.436E-4	1.021E-4	4.275	1.014	0.999
4.300	1.392E-4	1.009E-4	4.300	1.021	1.030
4.325	9.216E-4	1.002E-4	4.325	1.028	0.964
4.350	2.649E-4	1.062E-4	4.350	1.035	1.032
4.375	0.001	1.077E-4	4.375	1.042	0.994
4.400	2.844E-4	1.083E-4	4.400	1.048	0.988
4.425	8.545E-4	1.012E-4	4.425	1.052	1.055
4.450	2.966E-4	1.073E-4	4.450	1.059	1.018
4.475	0.001	1.019E-4	4.475	1.065	1.009
4.500	3.723E-4	1.055E-4	4.500	1.069	1.010
4.525	0.001	1.081E-4	4.525	1.072	1.033
			4.550	1.077	1.047
			4.575	1.081	1.023
			4.600	1.083	1.032
			4.625	1.087	1.033
			4.650	1.090	1.024
			4.675	1.094	0.995
			4.700	1.098	1.016
			4.725	1.102	1.020
			4.750	1.107	1.034
			4.775	1.110	1.031
			4.800	1.113	1.034
			4.825	1.117	1.041
			4.850	1.122	1.024
			4.875	1.125	1.015
			4.900	1.127	0.983
			4.925	1.132	1.035
			4.950	1.135	1.025
			4.975	1.139	0.995
			5.000	1.142	1.051
			5.025	1.144	1.036
			5.050	1.149	1.017
			5.075	1.151	1.032
			5.100	1.153	0.995
			5.125	1.157	0.987
			5.150	1.161	0.960
			5.175	1.163	1.002
			5.200	1.166	1.016
			5.225	1.168	0.999
			5.250	1.171	1.037
			5.275	1.177	1.040
			5.300	1.180	1.041
			5.325	1.183	1.015
			5.350	1.186	1.032
			5.375	1.190	1.030
			5.400	1.193	1.042
			5.425	1.196	0.978
			5.450	1.197	1.038
			5.475	1.199	1.032
			5.500	1.201	1.026
			5.525	1.203	1.034
			5.550	1.203	1.000
			5.575	1.206	1.014
			5.600	1.208	0.988
			5.625	1.209	1.000
			5.650	1.213	1.043
			5.675	1.215	1.029
			5.700	1.217	1.024
			5.725	1.219	1.049
			5.750	1.222	0.984
			5.775	1.223	1.048
			5.800	1.229	1.028
			5.825	1.231	1.046
			5.850	1.231	1.020
			5.875	1.232	1.028
			5.900	1.233	1.054
			5.925	1.234	1.025
			5.950	1.234	1.001
			5.975	1.234	1.037
			6.000	1.234	1.030
			6.025	1.234	1.030
			6.050	1.234	0.997
			6.075	1.234	1.046
			6.100	1.234	0.997
			6.125	1.234	1.017
			6.150	1.234	1.010
			6.175	1.234	1.005
			6.200	1.234	1.026
			6.225	1.233	1.025
			6.250	1.234	1.074
			6.275	1.235	1.006
			6.300	1.239	1.027
			6.325	1.242	1.027
			6.350	1.246	1.045
			6.375	1.251	1.052
			6.400	1.258	1.047
			6.425	1.264	1.042
			6.450	1.270	1.034
			6.475	1.275	1.019
			6.500	1.283	1.051
			6.525	1.291	0.974
			6.550	1.299	1.015
			6.575	1.306	1.049
			6.600	1.315	1.044
			6.625	1.323	1.043
			6.650	1.333	1.051
			6.675	1.342	1.024
			6.700	1.355	1.027
			6.725	1.366	0.999
			6.750	1.374	0.979
			6.775	1.386	1.019
			6.800	1.397	1.027
			6.825	1.404	1.054
			6.850	1.410	0.998
			6.875	1.419	1.021
			6.900	1.429	1.025
			6.925	1.434	1.026
			6.950	1.440	1.029
			6.975	1.449	1.007
			7.000	1.455	1.046
			7.025	1.461	1.056
			7.050	1.468	1.050
			7.075	1.474	0.985
			7.100	1.483	1.054
			7.125	1.491	0.990
			7.150	1.490	1.032
			7.175	1.498	1.035
			7.200	1.502	1.020
			7.225	1.502	1.020
			7.250	1.509	0.998
			7.275	1.516	1.046
			7.300	1.526	1.055
			7.325	1.537	1.037
			7.350	1.540	1.010
			7.375	1.547	1.034
			7.400	1.557	1.014
			7.425	1.566	1.043
			7.450	1.581	0.983
			7.475	1.596	1.022
			7.500	1.601	1.030
			7.525	1.621	1.026
			7.550	1.626	1.035
			7.575	1.644	0.986
			7.600	1.656	1.012
			7.625	1.673	1.041
			7.650	1.686	1.049
			7.675	1.693	1.003
			7.700	1.706	1.018
			7.725	1.715	0.979
			7.750	1.723	0.989
			7.775	1.734	1.008
			7.800	1.741	1.000
			7.825	1.753	1.034
			7.850	1.760	0.998
			7.875	1.776	1.043
			7.900	1.775	1.018
			7.925	1.784	1.039
			7.950	1.792	1.010
			7.975	1.795	1.027
			8.000	1.795	1.020
			8.025	1.795	1.018
			8.050	1.796	1.018
			8.075	1.796	1.035
			8.100	1.796	1.015
			8.125	1.796	0.985
			8.150	1.796	1.037
			8.175	1.796	1.004
			8.200	1.796	1.021
			8.225	1.796	1.016
			8.250	1.796	1.016
			8.275	1.795	1.043
			8.300	1.793	0.989
			8.325	1.801	1.015
			8.350	1.807	1.009
			8.375	1.823	1.019
			8.400	1.842	1.060
			8.425	1.856	1.017
			8.450	1.884	0.977
			8.475	1.904	0.983
			8.500	1.937	1.023
			8.525	1.969	1.006
			8.550	2.039	1.026
			8.575	2.115	1.021
			8.600	2.207	1.036
			8.625	2.452	1.599
			8.650	2.902	27.045
			8.675	3.152	50.202
			8.700	3.169	52.085
			8.725	3.583	95.103
			8.750	3.620	99.094
			8.775	3.622	99.359
			8.800	3.629	100.196
			8.825	3.622	99.280
			8.850	3.631	100.365
			8.875	3.638	100.937
			8.900	3.635	100.797
			8.925	3.634	100.510
			8.950	3.632	100.457
			8.975	3.628	99.979
			9.000	3.627	99.822
			9.025	3.617	98.728
			9.050	3.632	100.345
			9.075	3.645	101.696
			9.100	3.645	101.764
			9.125	3.645	101.769
			9.150	3.645	101.779
			9.175	3.645	101.737
			9.200	3.645	101.813
			9.225	3.645	101.769
			9.250	3.645	101.797
			9.275	3.646	101.768
			9.300	3.645	101.793
			9.325	3.646	101.797
			9.350	3.645	101.823
			9.375	3.646	101.806
			9.400	3.645	101.840
			9.425	3.646	101.802
			9.450	3.645	101.846
			9.475	3.646	101.864
			9.500	3.646	101.812
			9.525	3.646	101.790
			9.550	3.646	101.858
			9.575	3.646	101.805
			9.600	3.646	101.814
			9.625	3.646	101.796
			9.650	3.646	101.824
			9.675	3.646	101.788
			9.700	3.646	101.801
			9.725	3.646	101.834
			9.750	3.645	101.796
			9.775	3.646	101.778
			9.800	3.645	101.786
			9.825	3.646	101.756
			9.850	3.645	101.766
			9.875	3.646	101.698
			9.900	3.645	101.764
			9.925	3.646	101.758
			9.950	3.645	101.772
			9.975	3.646	101.777
			10.000	3.645	101.763
			10.025	3.645	101.771
			10.050	3.645	101.766
			10.075	3.646	101.760
			10.100	3.645	101.715
			10.125	3.646	101.732
			10.150	3.646	101.767
			10.175	3.646	101.777
			10.200	3.645	101.765
			10.225	3.646	101.713
			10.250	3.645	101.766
			10.275	3.646	101.720
			10.300	3.645	101.740
			10.325	3.646	101.702
			10.350	3.645	101.735
			10.375	3.646	101.698
			10.400	3.645	101.699
			10.425	3.646	101.711
			10.450	3.645	101.704
			10.475	3.646	101.681
			10.500	3.645	101.718
			10.525	3.646	101.662
			10.550	3.645	101.712
			10.575	3.646	101.665
			10.600	3.645	101.661
			10.625	3.645	101.630
			10.650	3.645	101.668
			10.675	3.645	101.567
			10.700	3.644	101.488
			10.725	3.644	101.456
			10.750	3.644	101.568
			10.775	3.644	101.538
			10.800	3.644	101.568
			10.825	3.644	101.510
			10.850	3.642	101.402
