Time (s) Run #1	Voltage, Ch A (V) Run #1	Current, Ch B (A) Run #1	Time (s) Run #2	Voltage, Ch A (V) Run #2	Current, Ch B (A) Run #2
1.950	2.075E-4	1.069E-4	1.950	1.094	1.044
1.975	7.178E-4	1.022E-4	1.975	1.101	0.963
2.000	2.173E-4	1.112E-4	2.000	1.107	1.017
2.025	9.534E-4	1.012E-4	2.025	1.113	1.042
2.050	2.856E-4	1.028E-4	2.050	1.119	1.056
2.075	7.031E-4	1.076E-4	2.075	1.124	1.035
2.100	4.370E-4	1.088E-4	2.100	1.129	1.029
2.125	0.001	1.050E-4	2.125	1.134	1.022
2.150	3.455E-4	1.037E-4	2.150	1.139	0.969
2.175	8.093E-4	1.053E-4	2.175	1.144	1.037
2.200	3.882E-4	1.037E-4	2.200	1.150	1.000
2.225	8.862E-4	1.052E-4	2.225	1.159	1.013
2.250	3.064E-4	1.066E-4	2.250	1.166	1.015
2.275	9.192E-4	1.005E-4	2.275	1.174	0.994
2.300	3.833E-4	1.056E-4	2.300	1.182	1.060
2.325	9.082E-4	1.068E-4	2.325	1.190	1.039
2.350	8.545E-5	1.055E-4	2.350	1.198	0.981
2.375	8.313E-4	1.032E-4	2.375	1.207	1.006
2.400	2.466E-4	1.016E-4	2.400	1.216	1.007
2.425	8.252E-4	1.044E-4	2.425	1.226	1.015
2.450	2.490E-4	1.075E-4	2.450	1.234	1.022
2.475	9.058E-4	9.985E-5	2.475	1.244	1.003
2.500	2.722E-4	1.064E-4	2.500	1.253	0.981
2.525	8.313E-4	9.969E-5	2.525	1.261	1.021
2.550	3.430E-4	1.055E-4	2.550	1.268	0.980
2.575	8.630E-4	1.016E-4	2.575	1.274	1.007
2.600	1.086E-4	1.013E-4	2.600	1.281	1.054
2.625	8.142E-4	1.007E-4	2.625	1.286	1.033
2.650	1.562E-4	1.003E-4	2.650	1.291	1.043
2.675	9.521E-4	9.539E-5	2.675	1.294	1.014
2.700	2.039E-4	1.028E-4	2.700	1.296	1.057
2.725	7.605E-4	1.041E-4	2.725	1.303	1.007
2.750	-2.686E-5	1.094E-4	2.750	1.302	1.033
2.775	6.616E-4	1.023E-4	2.775	1.303	1.004
2.800	2.209E-4	9.951E-5	2.800	1.304	0.974
2.825	0.001	1.006E-4	2.825	1.304	1.003
2.850	5.225E-4	1.080E-4	2.850	1.305	1.020
2.875	9.607E-4	1.005E-4	2.875	1.305	1.000
2.900	3.369E-4	1.059E-4	2.900	1.305	1.026
2.925	9.399E-4	1.013E-4	2.925	1.305	0.997
2.950	3.137E-4	1.025E-4	2.950	1.305	1.011
2.975	8.276E-4	1.029E-4	2.975	1.305	1.044
3.000	3.516E-4	1.001E-4	3.000	1.305	1.024
3.025	7.690E-4	1.004E-4	3.025	1.305	1.012
3.050	3.442E-4	1.066E-4	3.050	1.305	1.050
3.075	6.396E-4	9.993E-5	3.075	1.305	1.029
3.100	7.324E-6	1.076E-4	3.100	1.306	1.031
3.125	6.384E-4	1.002E-4	3.125	1.312	1.006
3.150	9.155E-5	1.037E-4	3.150	1.321	1.027
3.175	9.460E-4	1.023E-4	3.175	1.336	1.001
3.200	8.301E-5	1.020E-4	3.200	1.356	1.040
3.225	8.337E-4	1.011E-4	3.225	1.373	0.988
3.250	1.233E-4	1.016E-4	3.250	1.389	1.010
3.275	7.715E-4	1.018E-4	3.275	1.401	1.012
3.300	1.770E-4	1.078E-4	3.300	1.413	1.003
3.325	8.459E-4	9.678E-5	3.325	1.421	1.030
3.350	2.271E-4	1.042E-4	3.350	1.420	1.017
3.375	7.776E-4	1.029E-4	3.375	1.426	1.053
3.400	1.758E-4	1.002E-4	3.400	1.425	1.003
3.425	7.507E-4	9.727E-5	3.425	1.430	1.052
3.450	2.234E-4	1.051E-4	3.450	1.436	1.053
3.475	8.667E-4	9.954E-5	3.475	1.445	0.995
3.500	4.114E-4	9.907E-5	3.500	1.452	1.006
3.525	8.179E-4	1.002E-4	3.525	1.467	0.998
3.550	4.663E-4	1.050E-4	3.550	1.477	1.003
3.575	9.070E-4	1.053E-4	3.575	1.487	0.992
3.600	3.638E-4	1.012E-4	3.600	1.493	1.041
3.625	0.001	9.860E-5	3.625	1.500	1.012
3.650	5.347E-4	1.016E-4	3.650	1.507	1.006
3.675	9.717E-4	1.019E-4	3.675	1.513	1.033
3.700	2.429E-4	1.029E-4	3.700	1.529	1.069
3.725	8.801E-4	1.019E-4	3.725	1.537	1.060
3.750	3.308E-4	1.053E-4	3.750	1.553	1.047
3.775	8.777E-4	1.012E-4	3.775	1.559	1.042
3.800	2.271E-4	1.012E-4	3.800	1.577	1.065
3.825	8.374E-4	9.795E-5	3.825	1.581	1.075
3.850	2.441E-4	1.031E-4	3.850	1.593	1.070
3.875	8.130E-4	9.818E-5	3.875	1.607	1.059
3.900	2.148E-4	1.033E-4	3.900	1.623	1.086
3.925	9.326E-4	1.024E-4	3.925	1.638	1.128
3.950	2.014E-4	1.002E-4	3.950	1.662	1.252
3.975	7.080E-4	9.668E-5	3.975	1.673	1.363
4.000	3.357E-4	1.015E-4	4.000	1.683	1.483
4.025	9.521E-4	1.021E-4	4.025	1.700	1.713
4.050	2.454E-4	1.077E-4	4.050	1.713	2.031
4.075	8.398E-4	1.003E-4	4.075	1.724	2.355
4.100	1.135E-4	1.061E-4	4.100	1.737	2.850
4.125	9.424E-4	1.019E-4	4.125	1.748	3.488
4.150	4.285E-4	1.063E-4	4.150	1.755	3.860
4.175	9.253E-4	1.016E-4	4.175	1.764	4.664
4.200	3.711E-4	1.039E-4	4.200	1.769	5.135
4.225	8.472E-4	1.039E-4	4.225	1.776	5.807
4.250	2.917E-4	1.036E-4	4.250	1.786	6.845
4.275	9.436E-4	1.021E-4	4.275	1.790	7.536
4.300	1.392E-4	1.009E-4	4.300	1.796	8.173
4.325	9.216E-4	1.002E-4	4.325	1.804	9.550
4.350	2.649E-4	1.062E-4	4.350	1.807	10.048
4.375	0.001	1.077E-4	4.375	1.817	12.017
4.400	2.844E-4	1.083E-4	4.400	1.827	13.849
4.425	8.545E-4	1.012E-4	4.425	1.835	16.157
4.450	2.966E-4	1.073E-4	4.450	1.844	18.241
4.475	0.001	1.019E-4	4.475	1.854	21.512
4.500	3.723E-4	1.055E-4	4.500	1.865	24.727
4.525	0.001	1.081E-4	4.525	1.873	27.485
			4.550	1.896	36.899
			4.575	1.951	67.115
			4.600	1.985	89.479
			4.625	1.988	92.914
			4.650	1.996	98.600
			4.675	2.021	121.050
			4.700	2.070	168.459
			4.725	2.071	171.917
			4.750	2.073	173.035
			4.775	2.071	172.547
